gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	5	1	6	4	2	3	7	8
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.0	0.005	0.0	0.0	0.013	0.009	0.017	0.018
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.0	0.005	0.0	0.0	0.013	0.009	0.017	0.018
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.0	0.005	0.0	0.0	0.013	0.009	0.017	0.018
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.015	0.005	0.0	0.029	0.007	0.0	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	0.0	0.011	0.0	0.0	0.243	0.0	0.0	0.018
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.0	0.005	0.0	0.015	0.0	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09FAC4977	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0E32BEF02	0.045	0.0	0.017	0.162	0.092	0.051	0.0	0.175
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.0	0.016	0.0	0.074	0.007	0.009	0.017	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0D81C6C1D	0.0	0.016	0.0	0.074	0.007	0.009	0.017	0.0
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.227	0.457	0.05	0.279	0.342	0.821	0.224	0.632
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0B8083B44	0.015	0.043	0.017	0.059	0.007	0.111	0.034	0.0
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.015	0.043	0.017	0.059	0.007	0.111	0.034	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.303	0.817	0.133	0.809	0.454	1.256	0.328	1.088
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0E063192D	0.0	0.011	0.017	0.044	0.02	0.239	0.052	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0FC42EC80	0.0	0.011	0.017	0.044	0.02	0.239	0.052	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0F0D7F25C	0.0	0.011	0.017	0.044	0.02	0.239	0.052	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0BD5C2A23	0.0	0.011	0.017	0.044	0.02	0.239	0.052	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS004C23DCE	0.0	0.081	0.017	0.059	0.007	0.205	0.034	0.07
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.015	0.011	0.0	0.015	0.02	0.009	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.136	0.054	0.033	0.25	0.079	0.077	0.017	0.053
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0B9E8C0DE	0.136	0.054	0.033	0.25	0.079	0.077	0.017	0.053
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.015	0.027	0.0	0.059	0.013	0.009	0.017	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.015	0.027	0.0	0.059	0.013	0.009	0.017	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.015	0.027	0.0	0.059	0.013	0.009	0.017	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.015	0.027	0.0	0.059	0.013	0.009	0.017	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.015	0.027	0.0	0.059	0.013	0.009	0.017	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.015	0.027	0.0	0.059	0.013	0.009	0.017	0.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS08718E4FB	0.03	0.081	0.0	0.059	0.086	0.299	0.069	0.14
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0DA366C78	0.03	0.081	0.0	0.059	0.086	0.299	0.069	0.14
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0A5B945E3	0.03	0.081	0.0	0.059	0.086	0.299	0.069	0.14
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0865716E5	0.03	0.081	0.0	0.059	0.086	0.299	0.069	0.14
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0D41C7AF5	0.03	0.081	0.0	0.059	0.086	0.299	0.069	0.14
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS07CA5A6F1	0.03	0.081	0.0	0.059	0.086	0.299	0.069	0.14
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0586F2596	0.061	0.194	0.017	0.176	0.033	0.282	0.103	0.07
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS03A2EFDD5	0.061	0.194	0.017	0.176	0.033	0.282	0.103	0.07
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS02AFCED82	0.061	0.194	0.017	0.176	0.033	0.282	0.103	0.07
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS01A8F745A	0.03	0.022	0.0	0.044	0.039	0.017	0.034	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS07BECB892	0.03	0.022	0.0	0.044	0.039	0.017	0.034	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.0	0.027	0.0	0.029	0.0	0.009	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS09F973C1A	0.0	0.027	0.0	0.029	0.0	0.009	0.0	0.0
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.106	0.242	0.083	0.132	0.257	0.393	0.121	0.246
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.303	0.269	0.117	0.324	0.355	0.487	0.293	0.351
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.303	0.597	0.233	0.618	0.526	0.855	0.19	0.684
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.136	0.231	0.083	0.441	0.283	0.385	0.069	0.281
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.0	0.011	0.0	0.0	0.046	0.026	0.0	0.035
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.0	0.027	0.0	0.029	0.026	0.034	0.017	0.018
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.03	0.005	0.0	0.25	0.013	0.026	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	0.0	0.0	0.017	0.015	0.079	0.0	0.0	0.07
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS09E3F5044	0.0	0.0	0.017	0.015	0.079	0.0	0.0	0.07
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.015	0.016	0.017	0.088	0.303	0.0	0.0	0.316
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.015	0.016	0.017	0.088	0.303	0.0	0.0	0.316
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.015	0.016	0.017	0.088	0.303	0.0	0.0	0.316
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.015	0.016	0.017	0.088	0.303	0.0	0.0	0.316
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.015	0.016	0.017	0.088	0.303	0.0	0.0	0.316
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.545	0.473	0.233	0.382	0.309	0.778	0.086	0.14
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.0	0.011	0.0	0.074	0.013	0.0	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.0	0.011	0.0	0.0	0.007	0.026	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS082AD7B6A	0.015	0.312	0.017	0.118	0.007	0.538	0.052	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0FA326344	0.227	0.634	0.35	0.382	1.211	0.778	0.121	1.684
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.0	0.005	0.0	0.015	0.0	0.0	0.0	0.018
WNT3	P56703	False	WNT3_HUMAN		CPI-SS070C51D94	0.0	0.011	0.0	0.0	0.007	0.017	0.0	0.018
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0B89DD8C1	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.018
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.606	0.323	0.017	0.118	0.066	0.701	0.207	0.158
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.182	0.102	0.017	0.324	0.039	0.214	0.138	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.182	0.102	0.017	0.324	0.039	0.214	0.138	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.182	0.102	0.017	0.324	0.039	0.214	0.138	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.182	0.102	0.017	0.324	0.039	0.214	0.138	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.0	0.011	0.0	0.0	0.059	0.0	0.0	0.0
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.0	0.0	0.0	0.0	0.02	0.009	0.0	0.018
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.0	0.032	0.0	0.103	0.007	0.12	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.409	0.796	0.35	0.985	0.658	1.299	0.259	0.579
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	0.0	0.032	0.0	0.015	0.033	0.034	0.017	0.088
AREG	P15514	False	AREG_HUMAN		CPI-SS0481D83A4	0.227	0.027	0.117	0.309	0.145	0.41	0.069	0.123
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.015	0.059	0.017	0.015	0.059	0.094	0.017	0.053
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.015	0.059	0.017	0.015	0.059	0.094	0.017	0.053
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.227	0.038	0.017	0.441	0.086	0.282	0.224	0.333
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.227	0.038	0.017	0.441	0.086	0.282	0.224	0.333
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.0	0.07	0.017	0.029	0.007	0.111	0.086	0.0
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.0	0.005	0.017	0.162	0.0	0.034	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.212	0.032	0.017	0.015	0.039	0.103	0.0	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.212	0.032	0.017	0.015	0.039	0.103	0.0	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.212	0.032	0.017	0.015	0.039	0.103	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.258	0.312	0.067	0.147	0.368	0.701	0.414	0.842
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.258	0.312	0.067	0.147	0.368	0.701	0.414	0.842
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.0	0.0	0.0	0.074	0.0	0.009	0.0	0.018
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.045	0.07	0.133	0.088	0.27	0.12	0.052	0.333
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.0	0.075	0.033	0.044	0.066	0.111	0.0	0.158
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	1.258	1.57	0.35	1.176	1.454	2.974	0.672	2.07
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.0	0.005	0.0	0.0	0.033	0.009	0.0	0.0
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.0	0.011	0.0	0.0	0.02	0.0	0.0	0.018
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.136	0.14	0.05	0.118	0.224	0.385	0.224	0.298
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.0	0.005	0.033	0.015	0.013	0.026	0.0	0.0
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	0.0	0.005	0.017	0.0	0.0	0.0	0.0	0.018
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	0.03	0.005	0.017	0.279	0.382	0.017	0.0	0.351
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.303	0.349	0.033	0.118	0.349	0.598	0.155	0.421
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.03	0.118	0.017	0.118	0.026	0.393	0.172	0.018
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.03	0.118	0.017	0.118	0.026	0.393	0.172	0.018
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.061	0.005	0.0	0.029	0.118	0.094	0.052	0.018
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.061	0.005	0.0	0.029	0.118	0.094	0.052	0.018
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS00D153A8A	0.061	0.005	0.0	0.029	0.118	0.094	0.052	0.018
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.015	0.07	0.067	0.059	0.053	0.222	0.017	0.018
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.015	0.07	0.067	0.059	0.053	0.222	0.017	0.018
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.015	0.07	0.067	0.059	0.053	0.222	0.017	0.018
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.015	0.07	0.067	0.059	0.053	0.222	0.017	0.018
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.0	0.0	0.0	0.044	0.0	0.0	0.017	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.0	0.0	0.0	0.015	0.046	0.0	0.0	0.491
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.0	0.005	0.0	0.265	0.007	0.034	0.0	0.0
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.0	0.011	0.0	0.059	0.02	0.034	0.0	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.091	0.102	0.017	0.162	0.125	0.179	0.017	0.105
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.0	0.0	0.033	0.015	0.033	0.0	0.0	0.035
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.03	0.118	0.033	0.103	0.158	0.188	0.052	0.175
MPL	P40238	False	TPOR_HUMAN		CPI-SS0DC2DD9D7	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.005	0.0	0.0	0.0	0.009	0.0	0.018
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.0	0.005	0.017	0.147	0.013	0.017	0.0	0.088
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.0	0.022	0.0	0.088	0.02	0.017	0.0	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	0.333	1.091	0.183	0.735	1.605	0.897	0.431	1.737
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.136	0.349	0.0	0.397	0.296	0.607	0.224	0.649
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
