gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	EC-cells SCG2	M-X-cells MLN,GHRL	G-K-cells GAST,GIP	Enterocytes	Paneth cells	EC-cells CHGA,REG4	Stem cells	L-cells NTS	L-cells PYY or D-cells SST	L-cells	D-cells SST	EC-cells TPH1,REG4
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.053	0.074	0.092	0.012	0.058	0.103	0.01	0.072	0.025	0.018	0.014	0.06
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC01C699B73	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067433F6B	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC011F01833	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC015980AEB	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08938BB1C	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02131C05A	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.018	0.019	0.0	0.0	0.006	0.0	0.0	0.038	0.002	0.002	0.0	0.004
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E0348EF	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05CE52A12	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CF621D48	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A8902C85	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A0532ADC	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0681D30FE	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC02017BE74	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0861656EC	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC04085F9F9	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A54B5323	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CA323AE3	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0092846B0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E958BDE	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08CC68F11	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03ADD2063	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0082A7233	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0674C647E	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03D71E025	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF986F22	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC060984F83	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC069F9E62C	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0D2BDC009	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05F111D21	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0BCD683D4	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC037C3901A	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05B2AA866	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0247375A7	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0B808E56A	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC089D4762F	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F73E9099	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC016235D3A	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0672FBD31	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0545E2502	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC006E22794	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0458F68A5	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC06E5E0C83	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02AE206BE	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0A8E69BC5	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05B6D413B	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05992FDC8	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DAD29856	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02F06FF62	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC091173D82	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC07FB88720	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC035953E6B	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC01115AAD1	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BD4C290F	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F590482E	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC090DB3159	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0FF018913	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08BF895FC	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09C06C70F	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC004A436C5	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08AA91C84	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.159	0.136	0.395	0.003	0.029	0.052	0.02	0.155	0.133	0.197	0.056	0.068
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05D87F723	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0606C6896	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC036D78A43	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC054484F7B	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC02392F4AF	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC07222A428	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FBFA176B	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08F797F90	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FC645961	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC058845C44	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC039D075C6	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B0064C4	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03DD752AB	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC052A417CB	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03C093767	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08226CD3B	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC083EDDA21	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CCF30377	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09DE07794	0.176	0.111	0.237	0.039	0.422	0.112	0.064	0.419	0.106	0.026	0.021	0.009
